Name,Position,Rating,PAC,SHO,PAS,DRI,DEF,PHY
Zimmermann,CB,71,51,33,39,45,73,80
Eckert Ayensa,ST,68,71,66,47,70,27,63
Papunashvili,RM,67,71,65,64,69,34,59
Óscar,CAM,75,63,73,74,77,49,58
Herrmann,LM,67,78,50,64,68,52,64
Welzmüller,CB,62,56,27,36,43,63,67
Chabot,CB,69,37,27,43,50,69,75
Hemmerich,RB,66,77,56,61,64,56,74
Dembele,LM,67,83,56,61,69,30,44
Koffi,GK,75,73,78,68,74,34,72
Fuchs,CM,65,60,50,63,66,56,67
Guder,RM,63,85,62,51,64,25,67
Bakboord,RB,66,75,40,55,62,61,63
Gebauer,ST,67,92,63,59,66,48,65
Dieng,GK,63,63,60,60,65,40,62
de Wit,CM,69,65,68,65,67,63,79
Dabila,CB,69,54,31,47,54,70,67
Petre,ST,67,75,64,56,64,38,76
Hack,LM,74,84,65,64,77,33,52
Bakker,LB,69,76,39,59,65,68,71
Bijleveld,CM,64,66,52,66,68,54,55
Lang,LW,72,80,67,67,75,46,67
Frieser,LW,72,75,69,68,72,44,69
Flecker,RM,67,86,60,58,70,36,53
Manu,LM,66,92,58,54,70,35,65
Ajeti,CB,54,41,27,26,31,53,62
Lauberbach,ST,64,70,62,58,64,39,72
Kräuchi,RB,57,67,42,53,60,50,49
Grbic,ST,71,72,75,53,68,24,69
Maela,LB,68,69,39,43,67,70,54
Hadebe,CB,66,71,29,36,40,69,71
Płacheta,LM,69,94,61,59,69,39,61
Zulu,LM,67,73,73,62,67,59,62
Matusiwa,CDM,70,66,46,56,70,68,80
McNamara,RB,59,76,29,49,55,55,63
Löwe,CM,56,66,53,56,63,40,44
Diallo,CDM,72,68,48,64,70,70,69
Figueroa,LM,64,64,59,60,64,26,57
Skenderovic,ST,60,66,59,46,63,23,51
Çagiran,LB,63,48,41,59,58,65,59
Sierhuis,ST,67,65,71,52,59,29,75
Ingolitsch,RWB,67,64,41,59,63,65,66
Damlu,GK,58,57,60,53,58,24,55
Härtel,LB,61,78,38,54,61,54,53
Galeno,RW,77,91,70,67,82,32,64
Pius,CB,67,53,46,49,54,67,72
Álvarez,RM,71,77,61,65,72,38,62
Bösel,RB,65,67,54,59,66,57,74
Baku,LM,66,86,52,52,72,24,55
Thalhammer,CDM,68,56,46,59,62,64,76
Tartarotti,CM,62,65,54,62,65,54,59
Eisele,GK,67,70,66,63,72,19,66
Hélder Ferreira,LW,68,74,64,64,70,29,55
Hammershøj-Mistrati,CM,66,66,60,64,68,59,69
Bianda,CB,62,51,26,42,49,63,63
Kun,LM,63,82,44,59,64,43,53
Kraev,CAM,71,68,63,66,73,43,69
Meulensteen,CB,64,66,56,63,63,63,66
Hughes,CB,63,54,33,44,46,63,71
Rossmann,CB,65,44,30,40,42,65,76
Earl,LB,67,79,43,50,63,65,74
Onyeka,CDM,74,88,58,64,71,71,81
Godínez,ST,65,65,62,50,62,30,69
González,CM,70,71,58,66,72,70,67
Biamou,ST,64,77,65,44,59,28,70
de Lange,GK,62,62,60,61,63,25,60
Roemeratoe,CDM,65,70,44,60,63,61,70
Handwerker,LB,69,75,39,62,65,64,66
Nyamsi,CB,69,53,33,47,49,66,79
Coulibaly,LB,67,81,42,52,66,60,70
Kanga,ST,66,71,63,60,68,24,62
Bremer,CB,71,59,35,48,58,71,68
González,CB,68,40,37,45,52,68,77
Macías,ST,75,73,75,59,74,25,58
Imbrechts,GK,55,60,54,55,59,26,48
Jubitana,CM,62,65,59,61,69,51,56
Scherff,LM,65,80,51,55,70,52,71
Glauder,LB,68,70,35,56,62,67,77
Liu Ruofan,RM,58,73,51,53,57,40,61
Eisa,ST,67,81,66,51,66,24,64
Cervantes,CDM,64,60,48,61,61,58,60
Zrelak,ST,66,67,66,43,62,30,75
Fila,RB,67,82,47,60,60,61,68
Medina,CM,64,66,56,64,65,53,58
Henning,CDM,68,73,53,55,67,63,74
Okosun,CM,63,51,54,58,61,58,82
Andriamahitsinoro,ST,65,90,63,58,67,28,66
de los Santos,CB,70,54,56,58,59,68,82
Barkas,GK,75,71,75,74,75,35,77
Valera,GK,60,61,56,46,61,38,64
Angulo,CM,66,67,62,59,66,58,76
Müsel,ST,62,68,61,57,65,28,54
Levi,RW,68,79,67,62,68,34,56
Gordon,ST,62,78,59,54,63,46,76
Taylor,CM,60,64,54,60,63,50,58
Tete Morente,LM,69,84,67,65,69,43,66
Bertel,LB,61,75,30,48,59,55,63
Sprang,GK,58,58,61,57,54,17,53
Muslija,LM,68,79,56,63,76,30,45
Wagner,CM,64,66,59,55,64,64,68
Schmid,CM,67,73,61,67,76,45,62
Biankadi,LM,67,79,58,60,69,54,76
Wagner,LB,72,76,32,58,67,69,75
Erdogan,CM,66,64,54,65,66,60,69
Bruno,LM,68,78,62,63,70,27,54
Raguž,ST,69,70,67,60,70,22,69
Reiter,RM,64,73,61,58,64,18,58
Okugawa,RM,74,84,69,68,78,29,42
Puttkammer,CB,66,44,26,46,45,66,74
Wolsztyński,CF,64,64,63,61,65,40,66
Ambrosiewicz,CM,61,54,48,58,63,61,65
Żurkowski,CM,70,81,62,66,69,69,81
D'Haese,RW,68,78,57,64,71,35,46
Pawłowski,RB,58,70,49,54,58,53,50
Rezaei,ST,71,67,72,67,66,28,68
Angulo,LB,69,69,41,60,61,67,67
Villalba,ST,62,69,66,49,63,24,46
Córdova,ST,70,73,69,54,69,24,64
Cuisance,CM,71,71,67,77,74,53,54
Schäfer,CB,63,59,27,46,47,62,68
Lobjanidze,LM,73,88,68,65,75,25,55
Moder,CM,69,63,69,67,67,63,72
Czerwinski,RB,69,79,43,62,64,63,71
Siplak,LB,67,73,33,55,65,64,71
Acosta,CM,71,83,70,67,68,66,81
Torres,RM,64,78,59,55,64,53,69
Ekuban,ST,71,81,68,63,71,26,79
Lansing,GK,63,62,65,64,62,49,61
Clampin,LB,60,80,41,48,57,55,61
Sessegnon,RB,65,72,33,51,60,62,59
Sácek,RB,74,74,63,69,74,71,71
Ibrahimaj,CAM,60,75,57,53,67,28,63
Oko,CB,64,43,24,35,41,64,70
Batubinsika,CB,67,66,28,51,54,66,74
Mantl,GK,69,70,69,64,70,33,69
Soumaré,CDM,76,69,56,71,76,70,76
Vollert,CB,63,55,41,56,58,62,69
Al Dhaw,LM,60,70,56,55,63,40,57
Tercero,CB,68,74,36,53,63,69,66
Ekani,CDM,66,62,47,57,65,62,77
Mac Allister,CAM,75,71,75,77,74,56,62
Lampropoulos,CB,69,68,42,54,53,71,73
Giakoumakis,ST,66,68,66,43,63,28,75
Antonucci,LW,67,68,57,65,69,32,47
Galanopoulos,CDM,72,73,51,67,71,69,66
Tsintotas,GK,71,73,70,70,75,31,63
Dytyatev,CB,67,40,27,41,40,67,80
Barreto,CAM,63,71,57,66,63,43,63
Kryeziu,CB,59,33,20,30,36,57,77
Pablo Santos,CB,75,66,39,43,54,77,78
Li Hailong,RB,58,66,31,47,55,55,59
Bebeto,RB,73,75,45,63,70,69,64
Abel Ruiz,ST,69,71,69,54,69,37,65
Kabak,CB,77,72,36,56,71,76,79
Kouamé,CM,67,66,52,65,67,64,71
Víctor Fernández,LW,63,68,60,57,68,29,46
Waite,CM,53,64,46,49,58,46,44
Kalajdzic,ST,67,72,65,62,65,47,65
Khocholava,CB,70,63,47,49,57,69,78
Dwamena,ST,67,78,67,58,67,21,71
Rui Costa,ST,66,74,66,64,69,34,57
Klaas,CAM,63,69,41,63,70,36,48
Ottesen,GK,55,55,54,58,59,29,56
Müller,CB,65,66,29,47,51,65,71
Taylor,LW,66,78,64,62,66,52,71
Meraz,CM,59,55,46,56,57,60,61
Rasak,CDM,66,70,50,58,62,63,76
Reyes,LB,64,77,55,58,65,61,60
João Queirós,CB,64,51,34,49,44,65,71
Pêpê,CM,73,61,64,70,72,66,71
Kecskés,CB,64,52,31,43,41,65,71
Léo Jabá,RM,72,85,68,63,73,26,63
Boadu,ST,75,88,74,61,76,28,64
Allarakhia,RM,55,77,48,49,59,27,42
Jakubiak,CDM,65,64,55,62,66,63,62
Paulinho,CAM,74,78,67,70,80,36,66
Man,RW,73,88,69,68,74,43,70
Popescu,CDM,69,67,58,63,60,68,82
Arp,ST,66,69,64,49,70,22,54
Vancooten,CB,59,71,37,49,54,56,69
Javi Alonso,CDM,66,58,51,66,63,60,71
Broadbent,CB,60,50,42,47,46,57,75
López,CM,61,69,51,62,65,43,55
Abouchabaka,CAM,61,63,60,59,64,31,53
Papadopoulos,CDM,63,65,27,47,58,61,74
Skov Olsen,RW,72,82,71,65,73,35,66
Pelayo Suárez,CB,63,55,30,43,46,63,70
Vrenezi,LM,65,80,61,52,71,20,52
Song Long,LB,60,65,37,54,59,56,66
Hovorka,CB,74,77,39,63,69,74,76
Štetina,CB,72,67,38,52,62,71,80
Holse,RW,67,82,60,62,69,31,57
Akgün,RM,64,79,62,56,67,23,41
Babacan,CAM,60,65,51,65,64,41,43
Luan,CB,64,48,25,39,42,65,65
Manojlovic,GK,70,72,69,70,71,20,66
Ljubić,CDM,69,64,62,64,68,66,69
João Victor,LM,75,84,72,67,77,31,59
Karamoko,RB,68,85,38,57,67,62,71
Senkbeil,CB,59,54,30,37,51,59,62
Yılmaz,RB,63,79,46,52,65,57,57
Mandouki,CDM,69,58,54,65,66,67,71
Ba,CB,69,64,30,42,49,69,79
Al Nabit,LM,61,78,52,57,62,24,46
Dione,LW,61,72,58,50,67,18,34
Lysov,LB,69,75,44,61,66,65,64
Lema,LM,62,71,58,57,66,34,42
Stulac,CDM,70,70,61,67,65,67,69
Kiassumbua,GK,59,64,53,51,63,40,56
Frattesi,CM,69,74,68,68,72,61,66
Brook,RW,57,79,46,53,63,34,48
Downes,CM,66,68,49,63,67,67,73
Rüegg,RB,72,81,42,64,70,68,80
Augello,LB,70,76,39,60,67,66,60
Murilo,CB,68,63,36,49,52,70,70
Haile-Selassie,CAM,57,81,44,56,63,40,49
Plogmann,GK,64,66,61,61,67,40,58
Tchokounté,ST,65,47,64,51,59,23,79
David Batanero,CM,66,43,58,71,63,54,63
Ehlich,RM,57,71,42,50,60,44,57
Fontana,CAM,64,71,58,61,67,46,59
Marseiler,LM,65,81,57,57,67,35,58
Zuma,RM,70,77,57,66,72,41,47
Plavšic,LM,74,85,67,68,77,28,60
Toal,CB,59,40,31,37,46,58,65
Edu Cortina,CDM,66,57,53,64,66,61,61
Ryan,CB,59,61,29,40,51,59,63
Perg,CB,66,49,30,39,43,66,77
Malong,CDM,76,82,69,70,74,70,82
Claudio,ST,64,57,66,47,57,28,64
Nacho Méndez,CM,68,68,60,70,70,56,67
Liu Yang,LB,65,74,53,57,64,62,63
Gjertsen,RM,68,82,63,60,72,49,63
Koyalipou,RM,66,76,67,60,69,31,62
Petković,GK,65,66,63,63,67,41,66
Weidinger,GK,61,62,60,63,57,22,63
Ristic,LWB,68,70,57,61,65,62,62
Bourhane,CDM,63,55,39,57,57,60,67
Gomis,LM,65,70,60,61,67,38,52
Toma,CM,68,64,63,66,68,63,69
Traoré,RB,71,74,46,62,70,67,68
Merghem,RM,63,70,57,62,66,48,63
Sow,LW,66,78,62,57,66,27,67
Limnios,RM,73,81,67,66,75,40,58
Brimmer,CM,58,63,50,57,61,52,57
Smith Rowe,CAM,69,79,64,64,72,32,47
Gabbia,CB,63,52,33,40,50,68,55
Matějů,RB,70,74,41,63,68,67,70
Børkeeiet,CDM,61,58,46,54,60,58,65
Tiago Lopes,RB,70,73,52,63,69,67,73
Calero,CB,75,68,46,68,70,76,75
Duncan,CM,56,71,48,58,60,48,51
Makarenko,CDM,70,63,57,69,66,70,67
Cláudio Falcão,CM,72,66,65,69,70,71,76
Paro,CB,65,64,30,56,50,65,69
Fernández,RM,61,72,41,57,63,59,60
Brockbank,RB,61,67,25,43,58,61,66
Hawsawi,GK,54,55,51,52,56,37,53
Öztürk,CB,64,63,30,40,45,67,65
Panutche Camará,CM,62,79,57,56,62,59,70
Medley,CB,62,62,30,38,47,64,65
Jacobsen,CM,63,59,55,58,61,62,77
Zuvela,CDM,58,59,43,53,59,53,68
Duljević,ST,67,82,62,65,74,43,70
Lucas Marques,CDM,64,65,52,58,60,63,68
Kanu,ST,60,78,60,46,65,24,58
Rexhbecaj,CM,71,66,58,70,72,64,66
Moutoussamy,CM,70,71,58,69,74,66,58
Lusiusz,CM,63,65,50,57,62,60,71
Jakubech,GK,69,72,64,64,69,39,67
Alderete,CB,74,64,58,61,63,74,81
Perry,LM,61,78,46,55,66,25,41
Zanellato,CM,61,60,47,63,67,53,51
Feng Boxuan,RW,55,80,50,44,57,29,48
Wen Jiabao,LB,53,78,45,47,52,48,55
Boló,RM,64,72,55,63,66,40,49
Kolovetsios,CB,69,65,33,51,53,72,71
Souici,CM,57,64,48,54,60,54,63
Figueroa,RM,61,71,49,60,59,43,59
Sanganté,CM,63,58,48,59,61,63,77
Tell,ST,63,63,64,56,61,31,61
Semprini,LB,63,71,44,56,60,61,55
Porteous,CB,67,67,30,39,47,64,80
Faraj,RM,65,68,58,61,70,28,38
Beste,LB,64,68,42,59,66,56,57
Niakaté,CB,66,67,28,45,62,66,74
Wadja,CDM,68,69,40,61,59,66,84
Sass-Davies,CB,51,58,25,33,38,50,62
Ander Guevara,CM,72,55,62,69,71,66,61
Al Bahrani,GK,52,53,55,46,51,27,50
El Hriti,LWB,62,65,35,51,58,60,64
Gorriarán,CM,75,73,68,74,76,66,72
Al Majhad,CM,59,67,52,56,63,51,66
Bayliss,CM,63,71,51,63,70,53,65
Wilson,LB,57,68,32,45,55,52,50
Demaku,CDM,65,55,41,59,61,62,64
Naji,CB,59,67,45,51,52,57,70
Gomes,CAM,67,72,62,66,71,39,43
Boonen,CAM,64,71,65,61,67,31,57
Hamilton,CM,64,62,63,64,64,57,73
Fouzair,RM,71,82,61,66,74,28,60
Al Baqawi,GK,53,55,51,49,58,29,48
Fallatah,CDM,60,57,45,57,58,58,62
Leverbe,CB,64,61,33,47,46,64,68
Güçtekin,CDM,63,54,45,64,66,59,52
Bouzoukis,CAM,70,67,60,73,71,44,58
Sissoko,RB,64,73,43,58,64,59,66
Ortíz,RW,66,75,56,67,70,44,43
Lakin,CM,61,71,57,62,66,49,62
Verbong,GK,59,62,60,61,59,26,54
Williams,LB,65,72,42,55,62,61,63
Miguel,ST,67,73,66,52,65,30,66
Hemming,GK,52,50,52,54,55,28,49
Pears,GK,65,63,61,61,69,15,63
Al Asmari,CM,60,67,55,57,61,54,70
Sparkes,LWB,62,74,44,52,59,57,55
Seymour,ST,52,72,51,35,55,20,54
Collins,CM,62,72,55,60,64,56,61
Tillman,CAM,64,70,50,63,70,29,56
Yearwood,CM,63,82,54,59,67,60,74
Reijnders,CAM,65,76,60,62,67,52,59
Bwomono,RB,66,83,42,55,63,60,68
Paschalakis,GK,73,81,62,65,82,51,70
Metcalfe,CM,59,60,47,53,63,53,71
Najjarine,LM,56,52,37,57,62,38,47
Manneh,CDM,62,65,59,64,64,57,59
Léris,CM,64,59,63,62,63,61,66
Merentiel,ST,65,68,67,48,64,29,52
Vignato,CAM,69,71,61,69,71,39,48
Watkowiak,GK,62,59,59,57,66,21,63
Merrie,CM,53,62,50,51,54,44,52
Lang,ST,63,77,63,53,65,29,62
Sandoval,RB,71,71,53,60,64,69,75
González,ST,75,83,70,65,80,44,61
Napa,RM,57,82,40,50,60,34,43
Baptiste,CM,64,66,52,61,66,63,63
De la Cruz,CM,77,86,76,76,81,64,66
Spence,CM,61,66,46,58,63,54,57
Bin Jamayah,RM,63,74,56,63,63,37,40
Yaremchuk,ST,75,77,73,68,70,45,75
Knowles,RM,56,79,50,48,54,33,58
Baku,RB,72,83,59,68,75,65,66
Lloyd,ST,56,76,54,47,60,24,60
Olivera,LB,77,77,50,65,70,74,77
Aaneba,RB,61,58,29,51,56,62,63
Tchamba,CB,64,71,35,48,54,63,70
Rajot,CAM,65,72,52,66,67,62,58
Zohi,LM,71,80,67,63,74,25,57
Hudson-Odoi,RW,74,85,64,67,80,30,60
Ojeda,LM,67,71,54,62,69,29,58
Poussin,GK,67,68,66,64,66,20,67
Gouiri,ST,70,74,70,62,74,32,62
Sussek,LM,62,73,50,56,66,27,48
Hallam,CAM,56,72,57,48,60,26,45
Laiton,GK,60,57,59,53,59,48,56
Víctor López,RM,63,69,55,59,66,56,58
Campbell,ST,67,82,66,55,65,33,66
Beltrán,CM,66,70,55,65,71,58,51
Çetin,CB,69,56,42,42,46,71,71
Traorè,CAM,71,70,66,69,75,56,59
Koiki,LB,62,77,54,52,61,55,65
Rodrigão,CB,69,58,31,46,45,67,79
Tramoni,LM,68,78,58,65,71,48,62
Shaw,ST,62,67,60,44,60,21,55
Murray,LM,60,72,51,57,60,34,48
Yates,GK,57,58,57,56,59,45,57
Arias,ST,69,61,70,53,67,27,70
Akbulut,GK,63,65,61,59,68,33,64
Bruno Jordão,CM,62,63,55,60,67,49,59
Dulca,CDM,58,66,51,54,60,51,69
Brian Martín,ST,62,76,60,55,63,40,61
Gibson,LM,55,75,58,46,60,24,39
Martin,CM,59,62,42,54,58,55,58
Amenyido,RM,67,79,57,57,67,38,70
Yandas,CAM,72,72,63,72,73,44,61
Apeh,ST,67,69,66,54,66,26,62
Berrocal,CB,64,58,35,48,50,64,65
Coventry,CM,59,59,46,56,60,51,58
José Lara,RM,64,65,59,62,67,33,35
Dube,RB,66,73,34,55,63,64,56
Menayese,CB,62,70,29,42,43,60,76
Sessa,CAM,64,77,58,60,70,33,50
Adekanye,RW,64,71,59,55,68,30,50
Francis,RM,72,81,59,68,71,65,59
Aksoy,CDM,66,39,42,54,60,68,70
Johnston,CB,63,61,33,48,58,61,69
Ljubicic,CDM,71,68,61,65,67,69,72
Hernández,RB,65,83,33,52,61,59,63
McAuley,ST,58,65,57,47,56,20,63
Escriche,ST,66,68,66,51,64,35,56
Collins,CAM,51,70,41,46,56,37,39
Phillips,CB,68,51,29,49,45,69,72
de la Rosa,ST,60,66,59,48,58,18,58
Carles Pérez,RM,73,80,72,66,77,36,62
Pintor,LM,66,79,66,54,70,27,54
Fabio González,CDM,68,62,55,61,63,67,65
Baptiste,ST,58,83,60,44,62,20,46
Tenaglia,RB,72,72,43,61,70,69,71
Durso,GK,57,60,56,55,59,26,58
Melluso,LB,71,74,44,61,69,67,62
Steven Prieto,ST,64,62,64,49,61,26,67
García,ST,71,76,71,47,65,35,77
Carranza,ST,68,69,67,54,68,33,62
Payero,CM,66,68,59,68,69,57,68
Saracchi,LB,75,78,65,71,74,70,71
Mandroiu,CAM,63,65,63,63,65,51,64
Moreno,CDM,70,64,57,69,63,67,72
Vavro,CB,71,65,49,51,57,70,77
Kike,CB,63,58,29,39,42,65,62
Estévez,CM,66,69,64,67,67,63,66
Al Shahrani,RM,57,71,51,52,60,51,57
Safranko,ST,64,66,61,56,59,41,74
Sabbi,RM,69,91,64,56,76,38,59
Ebosse,LB,63,68,35,51,60,59,67
Jovanović,RM,66,83,59,63,66,33,52
Vetrih,CM,64,68,54,63,64,55,71
Heredia,RM,69,66,67,65,70,34,67
Chancalay,RM,69,77,64,65,71,38,63
Galván,LM,62,78,55,58,62,43,54
Garcés,CB,59,50,34,36,42,58,67
Diarra,CM,69,66,56,65,72,65,69
Marsh,CDM,62,61,44,57,57,60,64
Skipp,CDM,68,63,45,63,65,64,63
Bennetts,LM,63,75,59,58,66,41,55
Romero,ST,57,73,57,50,58,29,36
Gorosabel,RB,71,65,41,57,64,71,63
Meyer,GK,68,70,65,69,69,25,63
Canbaz,CAM,61,71,62,59,64,23,56
Carabajal,CB,68,71,43,63,60,68,72
Smyth,ST,63,84,61,55,67,31,56
Benda,GK,64,64,63,59,67,37,64
Bayala,RM,68,82,63,62,67,37,64
Petlach,CB,58,55,25,29,37,58,62
Vanheusden,CB,73,59,45,63,66,75,72
Borja Sánchez,CAM,73,77,68,72,74,37,65
Mejías,CB,62,65,23,37,40,64,56
Dani Martín,GK,70,70,67,67,73,47,69
Ganago,ST,71,76,72,58,71,34,67
Woolfenden,CB,65,65,28,51,51,65,70
Giraldo,LB,60,58,34,47,52,58,68
Collins,LB,72,78,36,59,72,67,71
Ammitzbøll,ST,56,68,53,40,55,28,59
Hansen,CB,65,65,28,43,46,65,72
Paintsil,LW,70,85,63,60,75,32,60
Fran Manzanara,CB,66,64,50,57,64,67,62
Belaïli,LM,72,81,67,65,74,23,63
Chakvetadze,LM,72,76,70,70,75,34,57
Brown,LB,65,75,35,49,61,61,64
Cristian Rivero,GK,67,71,60,62,73,27,62
Vera,CM,72,84,58,71,78,57,54
Geertruida,RB,72,78,43,64,67,69,73
Kolar,ST,65,74,63,49,65,23,66
Al Amri,CB,61,55,26,43,40,63,61
Daka,ST,76,93,76,53,76,24,70
Maekawa,GK,64,64,57,56,67,26,66
Oum Gouet,CDM,67,60,53,63,66,64,68
Yasui,CDM,62,58,36,54,60,57,63
Yoshimaru,GK,60,64,57,55,62,18,56
Finochietto,GK,53,58,52,55,52,30,53
Uchida,CAM,59,63,52,54,60,47,64
Okazaki,RB,62,73,24,47,52,62,65
Hatano,GK,62,61,65,56,62,24,61
Suzuki,CM,54,64,39,56,55,50,62
Mogi,GK,59,60,55,57,62,31,54
Frosler,RB,70,74,40,61,66,67,57
Semenyo,ST,60,82,58,41,63,20,63
Deminguet,CM,70,69,60,71,71,62,64
Strain,RB,64,78,45,59,64,58,66
Itō,LM,67,79,49,58,79,22,36
Stevens,RM,61,72,46,57,63,43,53
Bruus,RWB,58,77,51,52,58,53,61
Khalid,ST,63,64,63,56,67,19,53
Risso Patrón,LB,65,69,37,52,61,64,60
Moruţan,CAM,68,72,61,65,76,43,64
Liu Huan,LB,59,62,35,48,52,57,56
Yuan Mincheng,CB,60,59,23,36,31,63,71
Shonga,ST,67,71,67,62,69,31,52
Zhang Gong,CM,54,53,51,49,51,54,68
Ke Zhao,LWB,63,58,30,48,56,60,75
Yang Shuai,CB,57,59,31,39,40,56,68
Hu Jinghang,ST,61,72,58,51,59,29,68
Wei Zhen,CB,61,66,34,52,52,61,66
Jiang Zilei,RM,53,72,45,49,53,39,60
Zhang Xiuwei,CM,61,78,54,57,62,61,65
Liu Yiming,CB,62,58,26,41,46,61,74
Hama,CB,57,49,23,35,42,56,66
Yan Zihao,LB,53,61,25,29,49,51,61
Zhang Cheng,RB,61,66,30,50,56,58,68
Zhang Yuan,CM,51,73,45,48,56,50,59
Su Yuanjie,RM,55,70,52,45,57,24,51
Qiu Tianyi,CB,57,77,27,32,49,52,72
Tian Yinong,CM,61,75,31,55,61,58,74
Yang Liyu,RM,66,80,55,61,65,43,68
Smarsch,GK,62,65,62,66,63,31,65
Tulloch,ST,60,66,59,46,60,22,56
Sari,RM,68,78,63,63,74,32,38
Elmas,CM,72,67,69,71,75,58,67
Daci,LM,62,61,61,55,67,24,49
Akinola,ST,59,85,55,47,62,20,67
Morton,CM,59,66,48,57,59,55,66
Nurse,LB,57,73,53,51,59,51,63
Dabo,LM,63,67,58,62,64,61,52
Intriago,CDM,70,72,46,68,71,65,74
Preciado,LM,70,82,71,66,69,32,62
Salcedo,CF,67,77,63,57,72,21,50
Gao Tianyi,LM,55,63,43,57,55,57,63
Roffo,GK,64,65,64,61,66,23,62
Bird,CDM,67,68,52,66,66,62,59
Crookes,LB,60,76,34,46,54,55,66
Knibbs,ST,62,73,61,46,59,26,68
Sissoko,RB,68,77,33,56,59,65,62
Guerra,CDM,66,53,55,57,63,63,62
Dani Raba,RM,73,68,70,71,74,38,59
Chuca,CM,64,55,56,63,67,56,55
Álex Centelles,LB,74,74,49,68,70,69,72
Þorsteinsson,LW,67,77,61,61,70,39,63
Xu Tianyuan,RM,55,70,55,42,59,23,54
Raúl Sánchez,LM,58,59,56,57,60,33,50
Callejón,CM,62,60,54,63,61,59,55
Norrington-Davies,LB,64,75,43,52,59,58,62
Lei Wenjie,LW,55,69,51,48,56,27,56
Chen Binbin,LW,64,81,60,60,63,39,65
Ferreira,ST,68,84,68,50,64,28,62
Nolaskoain,CM,68,59,58,64,67,69,70
Toufiqui,CM,61,63,52,62,63,55,57
Ibarra,RM,69,86,62,66,67,36,67
Dagba,RB,75,82,50,70,77,71,60
Tucker,CB,62,70,26,45,46,61,69
Damsgaard,LW,73,81,68,71,77,48,64
Mauro Júnior,CAM,73,86,66,70,79,49,50
Forss,ST,64,67,66,42,57,32,64
Sarkaria,LM,68,76,62,64,72,34,62
Pinas,CB,65,75,47,56,63,64,70
Ellingsen,CDM,67,62,58,66,67,63,70
Armougom,LB,67,74,44,57,65,62,60
Italiano,LM,61,74,55,56,67,28,46
Bailey,CAM,59,72,55,53,62,23,51
Díaz,CB,63,67,25,48,59,62,71
Ferreira,CM,70,76,70,74,74,52,63
Martínez,CB,72,69,49,61,61,71,78
Shabani,CAM,55,70,47,52,64,36,53
Igor,CB,64,68,31,48,49,64,71
Fitzgerald,LM,56,71,46,51,56,34,49
Cardona,LM,67,76,61,63,68,54,51
Farhan,CDM,64,65,42,50,50,61,79
Guo Quanbo,GK,61,58,58,56,63,51,61
Pfeiffer,CB,64,59,32,41,50,64,67
Ngom,ST,64,73,65,54,67,29,61
Grahl,CM,63,63,51,67,67,54,62
Belmonte,CDM,71,68,61,63,69,68,76
Arias,CAM,69,82,68,66,70,34,69
Oksanen,CDM,59,64,54,59,57,54,55
Huang Zichang,RM,63,84,54,55,64,41,60
Akbari,CAM,55,77,49,48,60,30,48
Rogério,LB,70,75,53,65,72,67,59
Qian Yumiao,RB,51,65,22,37,47,51,60
Chouiar,LM,73,74,69,70,75,38,62
Garré,LW,64,80,56,58,70,35,55
Tchouaméni,CM,71,67,53,65,71,71,73
Finnerty,CB,59,50,37,42,39,60,63
Clarke,CDM,54,58,37,53,53,51,49
Butterworth,ST,61,80,59,47,62,35,54
Janošević,GK,61,60,63,55,63,23,62
Lahne,ST,62,92,61,52,67,36,63
Figueroa,CB,62,65,56,61,60,60,65
Gyökeres,LM,67,69,64,60,68,24,66
Kristensen,GK,58,61,55,60,59,28,58
Šarkić,RW,62,69,61,54,62,26,54
Smith,ST,58,79,56,46,63,21,46
Odey,ST,64,85,60,45,65,33,63
Barišić,LB,73,76,48,71,70,69,73
Manu Vallejo,ST,74,75,76,68,76,40,62
Dursun,LB,65,74,47,53,64,62,58
Kirk,LB,60,61,41,50,57,58,60
Massimo,RM,66,85,58,55,69,51,60
Wind,ST,72,70,69,63,72,33,74
Wolfe,CM,52,63,40,50,50,45,61
McLoughlin,CB,63,53,31,49,55,62,70
Amon,LW,65,90,55,54,70,32,59
De la Fuente,RB,71,84,56,60,70,65,76
Lyons,RB,61,70,44,54,56,58,53
Rocchia,LB,68,77,43,57,62,63,64
Gueye,CDM,70,64,45,61,66,66,77
André Pereira,ST,71,64,71,60,66,33,67
Pereira,LB,66,78,57,56,64,59,67
Segura,RM,68,65,64,66,68,55,64
Akas,LB,66,66,40,52,62,62,78
Akpeyi,GK,73,74,72,68,75,24,75
El Yamiq,CB,74,69,45,51,61,74,76
Taremi,ST,77,67,76,66,81,33,65
Sergio Gómez,RM,68,70,63,69,73,42,39
Ogenia,RB,59,85,54,51,65,54,50
Al Ammar,CM,62,68,50,61,65,48,62
Cruz,LB,71,77,35,65,66,68,52
Francois,CM,57,65,43,57,64,49,40
Martín,RB,75,67,35,63,69,74,65
Offord,CB,60,63,28,45,52,60,68
Lucas,CB,66,59,33,39,47,67,69
Nadalín,RB,68,71,31,55,64,67,63
Bazan,ST,63,69,67,51,62,28,62
Retegui,ST,68,60,68,47,65,33,72
Johnson,RB,62,71,32,50,60,58,55
Crellin,GK,57,58,56,57,60,33,55
Schuurs,CB,74,66,64,70,67,75,72
Manu Morlanes,CM,72,64,62,73,73,62,61
Bamba,CB,65,52,33,51,54,64,75
Atkinson,RB,65,77,46,59,68,59,72
